Waste Generated (Tons/Day),Recycling Rate (%),Population Density (People/km²),Municipal Efficiency Score (1-10),Cost of Waste Management (₹/Ton),Awareness Campaigns Count,Landfill Capacity (Tons),Year,Efficiency_Cost_Index,Campaign_Effectiveness_Ratio,Capacity_vs_Generation,City_Target_Encoded,Waste Type_E-Waste,Waste Type_Hazardous,Waste Type_Organic,Waste Type_Plastic,Disposal Method_Incineration,Disposal Method_Landfill,Disposal Method_Recycling,Geo_Cluster_1,Geo_Cluster_2,Geo_Cluster_3,Geo_Cluster_4
929,54,9464,6,578,12,69399,2020,0.010362694300518135,0.0012678288431061807,74.62258064516129,61.32,0,0,1,0,1,0,0,0,1,0,0
2118,57,9464,5,3419,11,69399,2020,0.0014619883040935672,0.001162176439513999,32.75082586125531,61.32,1,0,0,0,0,0,0,0,1,0,0
1658,81,9464,7,2089,15,69399,2020,0.0033492822966507177,0.001584786053882726,41.831826401446655,61.32,0,0,0,0,0,0,0,0,1,0,0
3762,69,9464,7,4671,11,69399,2020,0.0014982876712328766,0.001162176439513999,18.442466117459475,61.32,0,1,0,0,1,0,0,0,1,0,0
4012,58,9464,7,3619,19,69399,2021,0.0019337016574585636,0.002007395668251453,17.293545975579367,61.32,0,0,0,1,0,1,0,0,1,0,0
7895,78,9464,5,4526,20,69399,2021,0.001104484205875856,0.0021130480718436345,8.789133738601823,61.32,0,0,1,0,0,1,0,0,1,0,0
7663,74,9464,5,4370,4,69399,2021,0.0011439029970258523,0.0004226096143687269,9.055193110647181,61.32,1,0,0,0,0,1,0,0,1,0,0
4118,79,9464,10,2440,19,69399,2021,0.004096681687832855,0.002007395668251453,16.848506919155135,61.32,0,0,0,0,0,1,0,0,1,0,0
5791,43,9464,9,4871,19,69399,2021,0.0018472906403940886,0.002007395668251453,11.981871546961326,61.32,0,1,0,0,1,0,0,0,1,0,0
1334,55,9464,8,1390,1,69399,2022,0.005751258087706686,0.00010565240359218173,51.98426966292135,61.32,0,0,0,1,0,0,0,0,1,0,0
3467,42,9464,10,2845,19,69399,2022,0.0035137034434293743,0.002007395668251453,20.011245674740483,61.32,0,0,1,0,0,0,0,0,1,0,0
2458,58,9464,7,1591,4,69399,2022,0.0043969849246231155,0.0004226096143687269,28.22244814965433,61.32,1,0,0,0,0,1,0,0,1,0,0
690,30,9464,6,2807,8,69399,2022,0.002136752136752137,0.0008452192287374538,100.4327062228654,61.32,0,0,0,0,0,0,0,0,1,0,0
4104,83,9464,9,3750,5,69399,2022,0.0023993601706211675,0.0005282620179609086,16.90596833130329,61.32,0,1,0,0,1,0,0,0,1,0,0
9593,38,9464,10,3688,15,69399,2023,0.0027107617240444567,0.001584786053882726,7.233583489681051,61.32,0,0,0,1,0,0,1,0,1,0,0
3814,69,9464,7,3256,0,69399,2023,0.0021492170709241634,0.0,18.1910878112713,61.32,0,0,1,0,0,0,1,0,1,0,0
2978,30,9464,5,1070,10,69399,2023,0.004668534080298786,0.0010565240359218173,23.29607250755287,61.32,1,0,0,0,1,0,0,0,1,0,0
8892,54,9464,5,2781,20,69399,2023,0.0017972681524083393,0.0021130480718436345,7.803778252558192,61.32,0,0,0,0,0,0,0,0,1,0,0
7540,78,9464,6,3134,7,69399,2023,0.0019138755980861245,0.0007395668251452721,9.202890863280732,61.32,0,1,0,0,0,0,1,0,1,0,0
5518,33,2335,5,835,2,71127,2019,0.005980861244019139,0.0008561643835616438,12.887660808117413,58.36,0,0,0,1,1,0,0,1,0,0,0
6249,44,2335,7,2634,8,71127,2019,0.0026565464895635673,0.003424657534246575,11.38032,58.36,0,0,1,0,0,0,0,1,0,0,0
5899,68,2335,5,1058,14,71127,2019,0.004721435316336166,0.0059931506849315065,12.05542372881356,58.36,1,0,0,0,1,0,0,1,0,0,0
3452,48,2335,7,4230,14,71127,2019,0.0016544552115339162,0.0059931506849315065,20.59860990443093,58.36,0,0,0,0,0,0,1,1,0,0,0
4108,31,2335,9,3132,2,71127,2019,0.0028726460261729973,0.0008561643835616438,17.310051107325382,58.36,0,1,0,0,0,1,0,1,0,0,0
9183,55,2335,6,1898,12,71127,2020,0.00315955766192733,0.005136986301369863,7.744664634146342,58.36,0,0,0,1,0,1,0,1,0,0,0
6175,80,2335,9,765,19,71127,2020,0.01174934725848564,0.008133561643835616,11.516677461139896,58.36,0,0,1,0,0,0,1,1,0,0,0
9774,51,2335,10,1909,7,71127,2020,0.005235602094240838,0.0029965753424657533,7.276419437340153,58.36,1,0,0,0,1,0,0,1,0,0,0
7448,81,2335,9,3668,0,71127,2020,0.0024529844644317253,0.0,9.548530004027386,58.36,0,0,0,0,0,1,0,1,0,0,0
9780,63,2335,9,2809,3,71127,2020,0.003202846975088968,0.0012842465753424657,7.271955832736939,58.36,0,1,0,0,0,0,0,1,0,0,0
6413,63,2335,10,3165,20,71127,2021,0.003158559696778269,0.008561643835616438,11.08933582787652,58.36,0,0,0,1,0,0,1,1,0,0,0
1018,70,2335,8,4760,10,71127,2021,0.0016803192606595252,0.004280821917808219,69.80078508341511,58.36,0,0,1,0,0,0,1,1,0,0,0
4152,65,2335,7,657,5,71127,2021,0.010638297872340425,0.0021404109589041095,17.126655429809777,58.36,1,0,0,0,0,0,1,1,0,0,0
9976,59,2335,5,2344,15,71127,2021,0.0021321961620469083,0.006421232876712328,7.129096922922722,58.36,0,0,0,0,1,0,0,1,0,0,0
5281,36,2335,9,1944,10,71127,2021,0.004627249357326478,0.004280821917808219,13.465921999242711,58.36,0,1,0,0,1,0,0,1,0,0,0
8379,55,2335,9,2826,19,71127,2022,0.0031835868411743897,0.008133561643835616,8.487708830548925,58.36,0,0,0,1,0,1,0,1,0,0,0
8991,49,2335,9,4032,15,71127,2022,0.0022315893875526904,0.006421232876712328,7.9100311387900355,58.36,0,0,1,0,0,1,0,1,0,0,0
3448,85,2335,10,1049,3,71127,2022,0.009523809523809525,0.0012842465753424657,20.62249927515222,58.36,1,0,0,0,0,1,0,1,0,0,0
9043,54,2335,9,4211,19,71127,2022,0.002136752136752137,0.008133561643835616,7.864551083591332,58.36,0,0,0,0,0,0,0,1,0,0,0
8600,60,2335,7,3201,1,71127,2022,0.0021861336664584633,0.0004280821917808219,8.269619811649807,58.36,0,1,0,0,1,0,0,1,0,0,0
5068,53,2335,6,3801,11,71127,2023,0.0015781167806417674,0.004708904109589041,14.031761688695996,58.36,0,0,0,1,0,0,0,1,0,0,0
6958,65,2335,5,1632,6,71127,2023,0.003061849357011635,0.0025684931506849314,10.220865066819945,58.36,0,0,1,0,0,0,0,1,0,0,0
2534,45,2335,5,1614,15,71127,2023,0.0030959752321981426,0.006421232876712328,28.057988165680474,58.36,1,0,0,0,0,0,0,1,0,0,0
5821,79,2335,9,3734,1,71127,2023,0.0024096385542168677,0.0004280821917808219,12.216935760906905,58.36,0,0,0,0,0,1,0,1,0,0,0
4527,67,2335,7,2453,9,71127,2023,0.0028524857375713123,0.003852739726027397,15.708259717314487,58.36,0,1,0,0,0,0,0,1,0,0,0
9719,47,23465,7,1414,11,80251,2019,0.0049469964664310955,0.0004687633171396915,8.25627572016461,54.52,0,0,0,1,1,0,0,1,0,0,0
3449,55,23465,6,4823,12,80251,2019,0.0012437810945273632,0.0005113781641523907,23.261159420289854,54.52,0,0,1,0,0,1,0,1,0,0,0
9765,52,23465,10,2068,15,80251,2019,0.004833252779120348,0.0006392227051904884,8.21738685234487,54.52,1,0,0,0,0,0,1,1,0,0,0
4061,53,23465,8,1863,17,80251,2019,0.004291845493562232,0.0007244523992158868,19.756523879862137,54.52,0,0,0,0,1,0,0,1,0,0,0
5427,49,23465,9,1299,16,80251,2019,0.006923076923076923,0.0006818375522031876,14.784635224760502,54.52,0,1,0,0,0,1,0,1,0,0,0
9676,30,23465,9,527,16,80251,2020,0.017045454545454544,0.0006818375522031876,8.292962695050118,54.52,0,0,0,1,0,0,1,1,0,0,0
974,33,23465,10,1791,2,80251,2020,0.005580357142857143,8.522969402539845e-05,82.30871794871796,54.52,0,0,1,0,0,1,0,1,0,0,0
8698,71,23465,5,4353,10,80251,2020,0.0011483693155718878,0.00042614847012699224,9.225313254397058,54.52,1,0,0,0,0,1,0,1,0,0,0
979,56,23465,5,3187,8,80251,2020,0.0015683814303638645,0.0003409187761015938,81.88877551020408,54.52,0,0,0,0,0,1,0,1,0,0,0
6425,52,23465,8,2200,8,80251,2020,0.003634711494775102,0.0003409187761015938,12.488484282601929,54.52,0,1,0,0,1,0,0,1,0,0,0
5485,69,23465,9,1887,17,80251,2021,0.004766949152542373,0.0007244523992158868,14.628326649653664,54.52,0,0,0,1,0,0,1,1,0,0,0
4261,36,23465,6,1107,19,80251,2021,0.005415162454873646,0.0008096820932412853,18.829422806194273,54.52,0,0,1,0,1,0,0,1,0,0,0
2281,45,23465,8,4891,7,80251,2021,0.001635322976287817,0.00029830392908889456,35.1669588080631,54.52,1,0,0,0,0,1,0,1,0,0,0
4060,77,23465,6,1363,20,80251,2021,0.004398826979472141,0.0008522969402539845,19.761388820487564,54.52,0,0,0,0,0,1,0,1,0,0,0
6073,36,23465,7,4873,6,80251,2021,0.001436192039392696,0.00025568908207619537,13.212216002634179,54.52,0,1,0,0,0,1,0,1,0,0,0
8714,53,23465,9,4265,11,80251,2022,0.002109704641350211,0.0004687633171396915,9.20837636259323,54.52,0,0,0,1,1,0,0,1,0,0,0
9845,55,23465,9,3000,7,80251,2022,0.002999000333222259,0.00029830392908889456,8.150619540930327,54.52,0,0,1,0,0,0,1,1,0,0,0
9114,36,23465,5,3126,2,80251,2022,0.0015989766549408379,8.522969402539845e-05,8.8042786615469,54.52,1,0,0,0,0,0,1,1,0,0,0
5748,73,23465,7,3385,4,80251,2022,0.002067336089781453,0.0001704593880507969,13.95912332579579,54.52,0,0,0,0,0,0,0,1,0,0,0
3455,81,23465,10,2559,15,80251,2022,0.00390625,0.0006392227051904884,23.220775462962962,54.52,0,1,0,0,0,0,0,1,0,0,0
9404,75,23465,9,1263,9,80251,2023,0.007120253164556962,0.000383533623114293,8.532801701222754,54.52,0,0,0,1,0,0,0,1,0,0,0
8622,42,23465,6,2945,20,80251,2023,0.002036659877800407,0.0008522969402539845,9.306621825350806,54.52,0,0,1,0,0,0,1,1,0,0,0
5529,50,23465,9,1973,16,80251,2023,0.004559270516717325,0.0006818375522031876,14.511934900542496,54.52,1,0,0,0,0,0,0,1,0,0,0
3693,67,23465,7,3089,3,80251,2023,0.0022653721682847896,0.00012784454103809768,21.724688684353005,54.52,0,0,0,0,1,0,0,1,0,0,0
6895,70,23465,5,2047,18,80251,2023,0.00244140625,0.000767067246228586,11.637325986078887,54.52,0,1,0,0,0,1,0,1,0,0,0
8754,47,24032,7,4074,11,38471,2019,0.0017177914110429449,0.00045770399034660676,4.3941747572815535,56.0,0,0,0,1,0,1,0,0,0,0,1
4071,45,24032,9,1912,12,38471,2019,0.004704652378463147,0.0004993134440144801,9.447691552062869,56.0,0,0,1,0,0,1,0,0,0,0,1
5878,40,24032,7,4904,6,38471,2019,0.0014271151885830785,0.00024965672200724003,6.543799965980609,56.0,1,0,0,0,0,0,1,0,0,0,1
2465,35,24032,5,3305,11,38471,2019,0.0015124016938898972,0.00045770399034660676,15.600567721005676,56.0,0,0,0,0,1,0,0,0,0,0,1
1873,70,24032,9,3643,2,38471,2019,0.002469813391877058,8.321890733574669e-05,20.528815368196373,56.0,0,1,0,0,0,0,1,0,0,0,1
9318,66,24032,5,3163,4,38471,2020,0.0015802781289506952,0.00016643781467149337,4.128232642987445,56.0,0,0,0,1,1,0,0,0,0,0,1
4320,66,24032,8,4625,15,38471,2020,0.0017293558149589277,0.0006241418050181001,8.903263133533905,56.0,0,0,1,0,0,0,0,0,0,0,1
3662,76,24032,5,2282,1,38471,2020,0.002190100744634253,4.160945366787334e-05,10.502593502593502,56.0,1,0,0,0,0,1,0,0,0,0,1
711,60,24032,7,4375,19,38471,2020,0.0015996343692870202,0.0007905796196895935,54.032303370786515,56.0,0,0,0,0,0,1,0,0,0,0,1
3540,51,24032,7,4362,4,38471,2020,0.0016044006417602567,0.00016643781467149337,10.864445072013556,56.0,0,1,0,0,0,1,0,0,0,0,1
1690,55,24032,5,799,9,38471,2021,0.00625,0.00037448508301086004,22.75044352454169,56.0,0,0,0,1,1,0,0,0,0,0,1
7629,64,24032,9,617,13,38471,2021,0.014563106796116505,0.0005409228976823535,5.042070773263434,56.0,0,0,1,0,0,1,0,0,0,0,1
7181,75,24032,7,870,3,38471,2021,0.008036739380022962,0.00012482836100362001,5.356585909217488,56.0,1,0,0,0,0,0,0,0,0,0,1
2964,64,24032,6,1093,10,38471,2021,0.005484460694698354,0.0004160945366787334,12.97504215851602,56.0,0,0,0,0,0,1,0,0,0,0,1
7457,49,24032,8,1591,12,38471,2021,0.005025125628140704,0.0004993134440144801,5.158353445964066,56.0,0,1,0,0,0,0,0,0,0,0,1
8273,39,24032,5,2375,4,38471,2022,0.0021043771043771043,0.00016643781467149337,4.649625332366449,56.0,0,0,0,1,0,0,0,0,0,0,1
3841,82,24032,6,873,5,38471,2022,0.006864988558352402,0.0002080472683393667,10.013274336283185,56.0,0,0,1,0,0,1,0,0,0,0,1
6680,31,24032,6,3367,14,38471,2022,0.0017814726840855108,0.0005825323513502268,5.758269720101781,56.0,1,0,0,0,0,0,0,0,0,0,1
9396,61,24032,10,3159,11,38471,2022,0.0031645569620253164,0.00045770399034660676,4.093966159412578,56.0,0,0,0,0,0,1,0,0,0,0,1
9819,71,24032,6,3335,0,38471,2022,0.0017985611510791368,0.0,3.9176171079429736,56.0,0,1,0,0,0,0,1,0,0,0,1
7045,36,24032,7,4404,13,38471,2023,0.0015891032917139615,0.0005409228976823535,5.459977292080613,56.0,0,0,0,1,1,0,0,0,0,0,1
7984,36,24032,9,3024,2,38471,2023,0.0029752066115702478,8.321890733574669e-05,4.817908578584847,56.0,0,0,1,0,0,0,0,0,0,0,1
4476,83,24032,5,4780,9,38471,2023,0.0010458063166701526,0.00037448508301086004,8.593031047576503,56.0,1,0,0,0,1,0,0,0,0,0,1
8728,46,24032,10,739,13,38471,2023,0.013513513513513514,0.0005409228976823535,4.40726314583572,56.0,0,0,0,0,1,0,0,0,0,0,1
5131,52,24032,6,4379,5,38471,2023,0.0013698630136986301,0.0002080472683393667,7.4962977396726425,56.0,0,1,0,0,1,0,0,0,0,0,1
9164,46,18697,8,3975,13,22690,2019,0.002012072434607646,0.0006952615252968232,2.475722858701582,52.56,0,0,0,1,1,0,0,1,0,0,0
7073,31,18697,8,1308,15,22690,2019,0.006111535523300229,0.0008022248368809499,3.2075204975968337,52.56,0,0,1,0,0,1,0,1,0,0,0
3244,48,18697,10,2550,15,22690,2019,0.003920031360250882,0.0008022248368809499,6.992295839753467,52.56,1,0,0,0,0,1,0,1,0,0,0
1894,61,18697,5,4219,9,22690,2019,0.001184834123222749,0.0004813349021285699,11.973614775725594,52.56,0,0,0,0,0,0,1,1,0,0,0
765,76,18697,8,3043,2,22690,2019,0.002628120893561104,0.00010696331158412665,29.621409921671017,52.56,0,1,0,0,0,0,1,1,0,0,0
7631,30,18697,10,1798,0,22690,2020,0.005558643690939411,0.0,2.973008385744235,52.56,0,0,0,1,0,0,0,1,0,0,0
5690,31,18697,7,916,14,22690,2020,0.007633587786259542,0.0007487431810888865,3.986997012827271,52.56,0,0,1,0,1,0,0,1,0,0,0
1151,58,18697,8,1324,5,22690,2020,0.0060377358490566035,0.0002674082789603166,19.696180555555557,52.56,1,0,0,0,0,0,1,1,0,0,0
3512,33,18697,9,600,13,22690,2020,0.014975041597337771,0.0006952615252968232,6.458867065186451,52.56,0,0,0,0,0,1,0,1,0,0,0
3659,85,18697,10,967,19,22690,2020,0.010330578512396695,0.001016151460049203,6.199453551912568,52.56,0,1,0,0,0,0,0,1,0,0,0
1685,32,18697,6,4424,12,22690,2021,0.0013559322033898306,0.0006417798695047598,13.457888493475682,52.56,0,0,0,1,0,0,0,1,0,0,0
2380,51,18697,6,3237,18,22690,2021,0.0018529956763434219,0.0009626698042571398,9.529609407811844,52.56,0,0,1,0,0,1,0,1,0,0,0
2425,67,18697,6,2881,11,22690,2021,0.002081887578070784,0.0005882982137126965,9.352844187963726,52.56,1,0,0,0,0,0,1,1,0,0,0
2175,49,18697,5,4912,20,22690,2021,0.0010177081213108082,0.0010696331158412664,10.427389705882353,52.56,0,0,0,0,0,1,0,1,0,0,0
9047,65,18697,6,4499,12,22690,2021,0.0013333333333333333,0.0006417798695047598,2.507736516357206,52.56,0,1,0,0,0,0,1,1,0,0,0
7509,84,18697,9,2977,0,22690,2022,0.0030221625251846875,0.0,3.0213049267643144,52.56,0,0,0,1,1,0,0,1,0,0,0
4907,35,18697,10,1193,14,22690,2022,0.008375209380234505,0.0007487431810888865,4.623064384678076,52.56,0,0,1,0,0,1,0,1,0,0,0
8691,36,18697,9,2462,14,22690,2022,0.0036540803897685747,0.0007487431810888865,2.610446387482743,52.56,1,0,0,0,0,0,1,1,0,0,0
2431,64,18697,6,4364,19,22690,2022,0.0013745704467353953,0.001016151460049203,9.329769736842104,52.56,0,0,0,0,0,0,1,1,0,0,0
9223,67,18697,5,902,8,22690,2022,0.005537098560354375,0.0004278532463365066,2.459887250650477,52.56,0,1,0,0,0,0,1,1,0,0,0
4064,36,18697,10,2196,4,22690,2023,0.004551661356395084,0.0002139266231682533,5.58179581795818,52.56,0,0,0,1,0,1,0,1,0,0,0
2382,80,18697,8,716,2,22690,2023,0.011157601115760111,0.00010696331158412665,9.521611414183802,52.56,0,0,1,0,0,1,0,1,0,0,0
3758,62,18697,6,2497,20,22690,2023,0.0024019215372297837,0.0010696331158412664,6.036179835062517,52.56,1,0,0,0,0,0,0,1,0,0,0
9586,35,18697,7,2247,8,22690,2023,0.003113879003558719,0.0004278532463365066,2.366746636069678,52.56,0,0,0,0,0,0,0,1,0,0,0
6429,52,18697,10,1129,9,22690,2023,0.008849557522123894,0.0004813349021285699,3.5287713841368586,52.56,0,1,0,0,1,0,0,1,0,0,0
3771,51,19087,10,3717,5,49830,2019,0.0026896180742334587,0.0002619446772841576,13.210498409331919,54.2,0,0,0,1,0,1,0,0,0,0,0
3596,78,19087,6,2010,6,49830,2019,0.0029835902536051715,0.0003143336127409891,13.853211009174313,54.2,0,0,1,0,1,0,0,0,0,0,0
3689,63,19087,9,4676,19,49830,2019,0.001924310455420141,0.0009953897736797988,13.504065040650406,54.2,1,0,0,0,0,0,1,0,0,0,0
6771,63,19087,8,3379,13,49830,2019,0.002366863905325444,0.0006810561609388097,7.358239810986414,54.2,0,0,0,0,0,0,0,0,0,0,0
8145,57,19087,6,4243,12,49830,2019,0.001413760603204524,0.0006286672254819782,6.117112693346428,54.2,0,1,0,0,0,0,1,0,0,0,0
6612,31,19087,5,1468,17,49830,2020,0.0034036759700476512,0.0008906119027661357,7.5351580220777254,54.2,0,0,0,1,0,0,1,0,0,0,0
1890,52,19087,5,4587,1,49830,2020,0.001089799476896251,5.238893545683152e-05,26.35113696456901,54.2,0,0,1,0,1,0,0,0,0,0,0
2774,57,19087,8,1765,9,49830,2020,0.004530011325028313,0.00047150041911148366,17.956756756756757,54.2,1,0,0,0,0,0,0,0,0,0,0
2848,37,19087,5,3397,9,49830,2020,0.0014714537963507945,0.00047150041911148366,17.49034749034749,54.2,0,0,0,0,0,0,0,0,0,0,0
9161,52,19087,10,4277,0,49830,2020,0.0023375409069658717,0.0,5.4387688277668635,54.2,0,1,0,0,0,0,0,0,0,0,0
2872,47,19087,5,1084,16,49830,2021,0.004608294930875576,0.0008382229673093043,17.344239470936305,54.2,0,0,0,1,1,0,0,0,0,0,0
1799,32,19087,8,994,19,49830,2021,0.008040201005025126,0.0009953897736797988,27.683333333333334,54.2,0,0,1,0,0,0,1,0,0,0,0
1683,52,19087,8,928,3,49830,2021,0.008611410118406888,0.00015716680637049455,29.590261282660332,54.2,1,0,0,0,0,0,1,0,0,0,0
1312,65,19087,8,4213,6,49830,2021,0.0018984337921214998,0.0003143336127409891,37.95125666412795,54.2,0,0,0,0,1,0,0,0,0,0,0
8479,57,19087,5,3518,13,49830,2021,0.0014208581983518045,0.0006810561609388097,5.876179245283019,54.2,0,1,0,0,1,0,0,0,0,0,0
4929,39,19087,8,4371,14,49830,2022,0.0018298261665141812,0.0007334450963956412,10.107505070993914,54.2,0,0,0,1,0,0,0,0,0,0,0
8001,78,19087,7,1652,11,49830,2022,0.004234724742891712,0.0005762782900251466,6.227193201699575,54.2,0,0,1,0,0,1,0,0,0,0,0
4941,42,19087,7,1341,13,49830,2022,0.005216095380029807,0.0006810561609388097,10.082962363415621,54.2,1,0,0,0,0,0,1,0,0,0,0
7157,54,19087,9,3776,16,49830,2022,0.0023828435266084196,0.0008382229673093043,6.961441743503772,54.2,0,0,0,0,0,1,0,0,0,0,0
4487,70,19087,8,753,6,49830,2022,0.010610079575596816,0.0003143336127409891,11.102941176470589,54.2,0,1,0,0,0,1,0,0,0,0,0
8211,56,19087,10,3459,1,49830,2023,0.002890173410404624,5.238893545683152e-05,6.0679493424257185,54.2,0,0,0,1,1,0,0,0,0,0,0
3087,44,19087,8,1673,11,49830,2023,0.0047789725209080045,0.0005762782900251466,16.136658031088082,54.2,0,0,1,0,0,0,0,0,0,0,0
2446,34,19087,7,3797,19,49830,2023,0.0018430753027909425,0.0009953897736797988,20.363710666121783,54.2,1,0,0,0,0,1,0,0,0,0,0
7276,84,19087,6,4414,3,49830,2023,0.0013590033975084937,0.00015716680637049455,6.847602033805139,54.2,0,0,0,0,0,0,0,0,0,0,0
2698,60,19087,6,4250,13,49830,2023,0.0014114326040931546,0.0006810561609388097,18.46239347906632,54.2,0,1,0,0,0,0,0,0,0,0,0
4649,46,16101,7,4941,5,67316,2019,0.00141643059490085,0.0003105204322444417,14.476559139784946,55.12,0,0,0,1,0,1,0,1,0,0,0
8814,55,16101,7,1093,12,67316,2019,0.006398537477148081,0.0007452490373866601,7.636528644356211,55.12,0,0,1,0,1,0,0,1,0,0,0
9674,61,16101,9,4410,6,67316,2019,0.0020403536613012923,0.00037262451869333004,6.957726098191214,55.12,1,0,0,0,0,0,0,1,0,0,0
2770,38,16101,7,4725,1,67316,2019,0.0014811680067710537,6.210408644888833e-05,24.29303500541321,55.12,0,0,0,0,0,0,0,1,0,0,0
8112,75,16101,8,4847,14,67316,2019,0.0016501650165016502,0.0008694572102844367,8.297300628620732,55.12,0,1,0,0,0,1,0,1,0,0,0
2480,54,16101,6,2899,1,67316,2020,0.0020689655172413794,6.210408644888833e-05,27.13260781942765,55.12,0,0,0,1,0,0,0,1,0,0,0
9551,53,16101,10,613,2,67316,2020,0.016286644951140065,0.00012420817289777666,7.047319932998325,55.12,0,0,1,0,0,0,1,1,0,0,0
8893,30,16101,9,2435,5,67316,2020,0.003694581280788177,0.0003105204322444417,7.568697998650776,55.12,1,0,0,0,0,0,0,1,0,0,0
2294,60,16101,7,1318,12,67316,2020,0.00530705079605762,0.0007452490373866601,29.331590413943356,55.12,0,0,0,0,0,0,0,1,0,0,0
5732,35,16101,10,3828,5,67316,2020,0.0026116479498563593,0.0003105204322444417,11.74184545613117,55.12,0,1,0,0,0,1,0,1,0,0,0
7850,30,16101,9,2453,0,67316,2021,0.003667481662591687,0.0,8.57419437014393,55.12,0,0,0,1,0,0,1,1,0,0,0
8634,78,16101,6,2042,15,67316,2021,0.002936857562408223,0.0009315612967333251,7.795715112912565,55.12,0,0,1,0,1,0,0,1,0,0,0
2971,34,16101,10,3891,11,67316,2021,0.0025693730729701952,0.0006831449509377717,22.65006729475101,55.12,1,0,0,0,0,0,1,1,0,0,0
3937,60,16101,10,2798,17,67316,2021,0.0035727045373347625,0.0010557694696311018,17.0939563230066,55.12,0,0,0,0,0,0,1,1,0,0,0
2450,81,16101,6,2554,9,67316,2021,0.0023483365949119373,0.0005589367780399951,27.464708282333742,55.12,0,1,0,0,0,0,0,1,0,0,0
5289,80,16101,6,4814,2,67316,2022,0.0012461059190031153,0.00012420817289777666,12.725141776937619,55.12,0,0,0,1,0,0,0,1,0,0,0
2838,64,16101,8,2341,9,67316,2022,0.0034158838599487617,0.0005589367780399951,23.711165903487142,55.12,0,0,1,0,0,0,1,1,0,0,0
4581,38,16101,10,874,14,67316,2022,0.011428571428571429,0.0008694572102844367,14.6914011348756,55.12,1,0,0,0,0,0,1,1,0,0,0
8770,85,16101,5,4856,16,67316,2022,0.0010294420424130121,0.0009936653831822133,7.674837532778475,55.12,0,0,0,0,0,1,0,1,0,0,0
9560,50,16101,9,3551,12,67316,2022,0.002533783783783784,0.0007452490373866601,7.0406861206986715,55.12,0,1,0,0,1,0,0,1,0,0,0
9786,79,16101,8,4591,12,67316,2023,0.0017421602787456446,0.0007452490373866601,6.8781036068253805,55.12,0,0,0,1,0,1,0,1,0,0,0
1934,32,16101,6,3517,20,67316,2023,0.0017055144968732233,0.0012420817289777667,34.78863049095607,55.12,0,0,1,0,0,0,1,1,0,0,0
7176,61,16101,6,4670,16,67316,2023,0.0012845215157353885,0.0009936653831822133,9.37940643723004,55.12,1,0,0,0,1,0,0,1,0,0,0
3657,41,16101,6,2447,15,67316,2023,0.0024509803921568627,0.0009315612967333251,18.402405686167306,55.12,0,0,0,0,0,1,0,1,0,0,0
666,58,16101,6,2751,9,67316,2023,0.002180232558139535,0.0005589367780399951,100.92353823088456,55.12,0,1,0,0,0,0,0,1,0,0,0
4466,83,4071,8,3118,17,83130,2019,0.0025649246553382495,0.004174852652259332,18.609805238415042,54.44,0,0,0,1,0,0,1,0,1,0,0
6799,51,4071,5,1735,7,83130,2019,0.002880184331797235,0.001719056974459725,12.225,54.44,0,0,1,0,0,0,0,0,1,0,0
7350,36,4071,9,3424,5,83130,2019,0.002627737226277372,0.0012278978388998035,11.30866548768875,54.44,1,0,0,0,1,0,0,0,1,0,0
9384,71,4071,5,1922,18,83130,2019,0.0026001040041601664,0.0044204322200392925,8.857751731486415,54.44,0,0,0,0,0,1,0,0,1,0,0
8117,44,4071,6,1207,14,83130,2019,0.004966887417218543,0.00343811394891945,10.24020694752402,54.44,0,1,0,0,0,0,0,0,1,0,0
7146,63,4071,10,2539,16,83130,2020,0.003937007874015748,0.003929273084479371,11.631453756821044,54.44,0,0,0,1,0,0,0,0,1,0,0
2797,74,4071,10,2013,19,83130,2020,0.004965243296921549,0.004666011787819254,29.710507505360972,54.44,0,0,1,0,0,1,0,0,1,0,0
9730,59,4071,8,3752,10,83130,2020,0.0021316280309086064,0.002455795677799607,8.54280135648957,54.44,1,0,0,0,0,0,1,0,1,0,0
2396,42,4071,10,4938,13,83130,2020,0.002024701356549909,0.0031925343811394892,34.680851063829785,54.44,0,0,0,0,0,0,0,0,1,0,0
8644,36,4071,8,4560,11,83130,2020,0.0017540013155009867,0.0027013752455795677,9.615962984384037,54.44,0,1,0,0,0,0,1,0,1,0,0
3735,47,4071,10,4938,14,83130,2021,0.002024701356549909,0.00343811394891945,22.251070663811564,54.44,0,0,0,1,0,1,0,0,1,0,0
1025,48,4071,10,503,17,83130,2021,0.01984126984126984,0.004174852652259332,81.0233918128655,54.44,0,0,1,0,0,0,0,0,1,0,0
2177,52,4071,7,3857,10,83130,2021,0.0018144116122343183,0.002455795677799607,38.16804407713499,54.44,1,0,0,0,0,0,0,0,1,0,0
9006,30,4071,9,4386,9,83130,2021,0.0020515158422612263,0.0022102161100196463,9.229488175863217,54.44,0,0,0,0,0,0,1,0,1,0,0
9834,44,4071,6,4541,6,83130,2021,0.001321003963011889,0.0014734774066797642,8.45246568378241,54.44,0,1,0,0,0,0,1,0,1,0,0
2220,67,4071,9,1402,8,83130,2022,0.006414825374198147,0.0019646365422396855,37.429085997298515,54.44,0,0,0,1,0,1,0,0,1,0,0
